,lower,upper,mean,wave,age.group,contact.age.group,text_color,row_num,col_num
180,3.501108036,3.547681236,3.523826282,Wave 28,70+,70+,up,5,4
181,4.222485295,4.260985361,4.241288364,Wave 29,"[0,17)","[0,17)",up,6,1
182,3.434549605,3.457864706,3.446029909,Wave 29,"[0,17)","[17,70)",up,6,1
183,0.530491409,0.541470163,0.536217347,Wave 29,"[0,17)",70+,low,6,1
184,3.434876142,3.457765323,3.446327847,Wave 29,"[17,70)","[0,17)",up,6,1
185,5.325404374,5.347897698,5.336298067,Wave 29,"[17,70)","[17,70)",up,6,1
186,2.192648031,2.209696831,2.201099689,Wave 29,"[17,70)",70+,up,6,1
187,0.53025451,0.542150664,0.536221644,Wave 29,70+,"[0,17)",low,6,1
188,2.192271802,2.209932628,2.200906616,Wave 29,70+,"[17,70)",up,6,1
189,3.201912645,3.246611951,3.225122376,Wave 29,70+,70+,up,6,1
190,4.3522594,4.388947332,4.370660192,Wave 30,"[0,17)","[0,17)",up,6,2
191,3.654853864,3.677216139,3.666112563,Wave 30,"[0,17)","[17,70)",up,6,2
192,0.638719404,0.650113036,0.644059363,Wave 30,"[0,17)",70+,low,6,2
193,3.654483354,3.67600677,3.665798192,Wave 30,"[17,70)","[0,17)",up,6,2
194,5.4597905,5.483040606,5.471053836,Wave 30,"[17,70)","[17,70)",up,6,2
195,2.677568119,2.699291352,2.688248331,Wave 30,"[17,70)",70+,up,6,2
196,0.638568707,0.649524426,0.643932399,Wave 30,70+,"[0,17)",low,6,2
197,2.677666691,2.698644433,2.688110009,Wave 30,70+,"[17,70)",up,6,2
198,3.268167065,3.30966078,3.289525829,Wave 30,70+,70+,up,6,2
199,5.640777696,5.679670101,5.659899006,Wave 31,"[0,17)","[0,17)",up,6,3
200,4.102453066,4.124029402,4.113434669,Wave 31,"[0,17)","[17,70)",up,6,3
201,0.593525026,0.603048069,0.598208895,Wave 31,"[0,17)",70+,low,6,3
202,4.10309139,4.12368991,4.113255498,Wave 31,"[17,70)","[0,17)",up,6,3
203,5.713187105,5.736030819,5.724906461,Wave 31,"[17,70)","[17,70)",up,6,3
204,2.794947648,2.819855196,2.807958674,Wave 31,"[17,70)",70+,up,6,3
205,0.593687583,0.60300738,0.598456681,Wave 31,70+,"[0,17)",low,6,3
206,2.794752427,2.819530626,2.807533062,Wave 31,70+,"[17,70)",up,6,3
207,3.052613612,3.092502171,3.07200979,Wave 31,70+,70+,up,6,3
208,6.038826245,6.088984755,6.063655331,Wave 32,"[0,17)","[0,17)",up,6,4
209,4.315189512,4.343877944,4.329267317,Wave 32,"[0,17)","[17,70)",up,6,4
210,0.683801325,0.696671669,0.690085303,Wave 32,"[0,17)",70+,low,6,4
211,4.315476009,4.343094943,4.32884428,Wave 32,"[17,70)","[0,17)",up,6,4
212,5.729731724,5.755041945,5.742843919,Wave 32,"[17,70)","[17,70)",up,6,4
213,2.592314342,2.617205106,2.604789006,Wave 32,"[17,70)",70+,up,6,4
214,0.683402235,0.696288679,0.689957584,Wave 32,70+,"[0,17)",low,6,4
215,2.593446186,2.6170651,2.605299432,Wave 32,70+,"[17,70)",up,6,4
216,3.284061429,3.330332601,3.307214518,Wave 32,70+,70+,up,6,4
217,5.228881409,5.269251617,5.249055916,Wave 33,"[0,17)","[0,17)",up,7,1
218,3.949324538,3.971814545,3.961095071,Wave 33,"[0,17)","[17,70)",up,7,1
219,0.617160857,0.628662196,0.622820329,Wave 33,"[0,17)",70+,low,7,1
220,3.949580385,3.972532204,3.961212777,Wave 33,"[17,70)","[0,17)",up,7,1
221,5.404133584,5.431191615,5.417896484,Wave 33,"[17,70)","[17,70)",up,7,1
222,2.560225355,2.582004512,2.571033667,Wave 33,"[17,70)",70+,up,7,1
223,0.616856622,0.628022474,0.622521246,Wave 33,70+,"[0,17)",low,7,1
224,2.560446154,2.583016622,2.571430626,Wave 33,70+,"[17,70)",up,7,1
225,3.208669266,3.251157706,3.22974158,Wave 33,70+,70+,up,7,1
226,4.769413883,4.798645477,4.783540132,Wave 34,"[0,17)","[0,17)",up,7,2
227,3.910257498,3.93004526,3.919777753,Wave 34,"[0,17)","[17,70)",up,7,2
228,0.585413242,0.594167899,0.590022723,Wave 34,"[0,17)",70+,low,7,2
229,3.909542692,3.929822024,3.919948512,Wave 34,"[17,70)","[0,17)",up,7,2
230,5.277892752,5.297885507,5.287827823,Wave 34,"[17,70)","[17,70)",up,7,2
231,2.436004992,2.454979517,2.445463468,Wave 34,"[17,70)",70+,up,7,2
232,0.585566028,0.594624326,0.590134378,Wave 34,70+,"[0,17)",low,7,2
233,2.435960157,2.454762849,2.445439089,Wave 34,70+,"[17,70)",up,7,2
234,3.161573489,3.20327207,3.182544295,Wave 34,70+,70+,up,7,2
235,4.656312499,4.689092846,4.672246756,Wave 35,"[0,17)","[0,17)",up,7,3
236,3.65586571,3.676314889,3.665769645,Wave 35,"[0,17)","[17,70)",up,7,3
237,0.578765633,0.588911448,0.583793496,Wave 35,"[0,17)",70+,low,7,3
238,3.655622997,3.676252448,3.666069922,Wave 35,"[17,70)","[0,17)",up,7,3
239,5.24411088,5.268473277,5.256174644,Wave 35,"[17,70)","[17,70)",up,7,3
240,2.434434839,2.453795985,2.444017095,Wave 35,"[17,70)",70+,up,7,3
241,0.578513391,0.588760422,0.583783486,Wave 35,70+,"[0,17)",low,7,3
242,2.433961244,2.4548695,2.443970172,Wave 35,70+,"[17,70)",up,7,3
243,3.215564938,3.25643813,3.236369495,Wave 35,70+,70+,up,7,3
244,4.59632248,4.637848581,4.617274062,Wave 36,"[0,17)","[0,17)",up,7,4
245,3.567202504,3.59081066,3.578815455,Wave 36,"[0,17)","[17,70)",up,7,4
246,0.444025626,0.453069357,0.448562081,Wave 36,"[0,17)",70+,low,7,4
247,3.567161031,3.59039677,3.578706588,Wave 36,"[17,70)","[0,17)",up,7,4
248,5.03375741,5.057933682,5.045832118,Wave 36,"[17,70)","[17,70)",up,7,4
249,2.249429512,2.270309235,2.260350996,Wave 36,"[17,70)",70+,up,7,4
250,0.444007756,0.453160548,0.448639673,Wave 36,70+,"[0,17)",low,7,4
251,2.250307455,2.270515735,2.260131775,Wave 36,70+,"[17,70)",up,7,4
252,3.124370857,3.169880565,3.146784648,Wave 36,70+,70+,up,7,4
253,4.189562192,4.229905695,4.209770148,Wave 37,"[0,17)","[0,17)",up,8,1
254,3.564445054,3.589269553,3.576417094,Wave 37,"[0,17)","[17,70)",up,8,1
255,0.447795278,0.459120275,0.453416606,Wave 37,"[0,17)",70+,low,8,1
